"id","train_fitness","train_net_profit","test_net_profit","test_sharpe"
35,261.813181575221,421.783234626786,235.604030593882,0.282977443050958
36,-479.69886688374,-367.918833994854,162.581027519227,0.464191873467702
37,-288.317556023941,67.2673315163011,895.193876819616,0.497387488618072
38,-1478.77056012057,-1137.51581547736,423.079666130068,0.374155200342803
39,-1803.62420310248,-1385.8465315895,33.3012752456671,0.0467135941874549
40,-660.136618734738,-484.11993191528,227.936599060058,0.366712293392576
41,-994.749702897437,-616.155238628375,-318.699628147115,-0.346916582748466
42,95.417447618513,294.118745506314,340.845565456391,0.449038335811775
43,-250,0,0,0
44,-812.069253817539,-530.948164195997,700.265541404733,0.583794946076039
45,-1488.6106850767,-1091.55503764914,388.860380481721,0.359544034810485
46,-745.509013817561,-357.295407405823,623.686688777932,0.514806462767945
47,-1401.60924118078,-1045.1906207485,189.73531010437,0.191713770797172
48,-1709.01349984511,-1230.81709603881,255.329789737705,0.328737029804918
49,352.711551954873,687.949286757499,845.251874931342,0.567880875789991
50,-359.3499878435,-258.299793535221,-68.9185115509026,-0.29961361431512
51,-567.586897713647,-207.214094032275,-154.695766708366,-0.2038275478232
52,-570.776506575389,-299.993727973935,-137.824568710326,-0.585925120063805
53,-18.6276654375033,152.906413920407,135.184879913329,0.204916549345096
54,-1326.7041202093,-997.677827352511,265.097067062388,0.420533313084771
55,-231.881887623207,-98.1117650661399,521.400554267884,0.777641343006455
56,318.860407061422,593.117228091272,761.020526550303,0.56453027791076
57,-181.293915074913,-45.1466670761038,-241.885816627495,-0.594956871361856
58,-1.48846736429351,334.427670036333,-530.800430797572,-0.263959880302615
59,-242.232792797849,-121.044879210469,-8.7280441589337,-0.0187999324504493
60,-99.6238525443967,-44.1777797508184,-521.310083126073,-1.68462581786969
61,54.3783076000265,84.470847873692,-96.95632365036,-0.655801890548184
62,-171.658816657249,-38.3292658920218,-99.8754186019887,-0.344522312141069
63,-583.497110347708,-224.193698883022,1712.49758988953,1.2269133578828
64,765.026484361279,1050.96585752679,-126.472435531616,-0.107953090740321
65,-492.886904712295,-180.390942005157,58.978388710022,0.547497274943004
66,-510.296852600289,-391.737858629227,-24.4694781875605,-0.150955391896043
67,-970.426342118823,-588.198629795064,178.526173469545,0.18538122447952
68,-1046.55438647155,-801.270396884911,237.559476795199,0.298711467639015
69,-244.354421464153,-114.701492687222,54.0620566177422,0.10348026308809
70,-985.525266223052,-756.163689715388,73.828381587984,0.246884503546409
71,-397.230033166887,-284.515547277451,259.798695678712,0.582128372857937
72,-642.529624294085,-492.526267293926,151.640093002321,0.52252987208674
73,-1258.31759313163,-902.714608421316,-241.982300029753,-0.293912075011925
74,-232.464325516889,-150.617920200346,-109.173266540527,-0.824283945040565
75,-494.93527453707,-328.624418363555,-109.680112968435,-0.122030981428239
76,-225.42613476238,-47.0772028331739,-400.939886730192,-0.863327669016115
77,-226.824914909933,-130.270636310575,117.771812515257,0.393694886841427
78,-3342.91672203672,-2536.53578588866,937.076622467044,0.536986316276971
79,-301.827019262694,-20.4696593933095,-55.1211920776368,-0.84673807296636
80,97.6076111406404,289.009122510917,-269.094611553188,-0.562315869868485
81,-528.150022016517,-331.777883758537,-976.487038047788,-1.24370211021507
82,-946.439115277835,-516.268535139059,356.517092166909,0.282166119551715
83,-328.901995574079,-16.4345828084824,-200.5192538681,-0.268373543489268
84,1132.4451465647,1291.06816913321,236.722394504552,0.320627921838061
85,-506.006509078784,-369.760787332531,221.542617729188,0.486597168402727
86,-321.551089981462,-45.9194858360297,-9.26705982208296,-0.0960489290496274
87,-1034.47590610388,-764.468467645635,277.733846920019,0.379013226489935
88,-2223.85763899573,-1676.87102084159,1099.73881774141,0.681865603165633
89,-271.201690314275,423.528384224908,256.83934053803,0.208896254529232
90,-250,0,0,0
