"strategy","final_equity","net_profit","total_return","annual_return","sharpe","max_dd_gbp","max_dd_pct","trades","win_rate","fitness"
"GA_Optimised",14993.7586843701,4993.75868437009,0.499375868437009,0.0642573163090117,0.590712068188913,2419.62908186149,0.166589165296748,47,0.446808510638298,4267.86995981165
"Fixed_Baseline",9050.27208357813,-949.727916421874,-0.0949727916421874,-0.015960289415182,-0.298180969038733,1546.25334280204,0.152331489420226,27,0.407407407407407,-1413.60391926249
"Best_Random_Solution",13465.77152069,3465.77152069,0.346577152069,0.0465815782814154,0.487182235685154,1616.58699365997,0.116211219924939,30,0.533333333333333,2980.79542259201
"Buy_and_Hold",54823.0521342917,44823.0521342917,4.48230521342917,0.299024327149644,1.11381007965275,8907.82721710205,0.307668130528117,0,0,41900.703969161
"Mean_Random_Solution",NA,-286.596838384141,NA,NA,NA,NA,NA,NA,NA,-565.466315948383
